From	To	Species	Gene Name
ENSG00000173404	INSM1	Homo sapiens	INSM transcriptional repressor 1(INSM1)
ENSG00000079432	CIC	Homo sapiens	capicua transcriptional repressor(CIC)
ENSG00000142065	ZFP14	Homo sapiens	ZFP14 zinc finger protein(ZFP14)
ENSG00000227059	ANHX	Homo sapiens	anomalous homeobox(ANHX)
ENSG00000064961	HMG20B	Homo sapiens	high mobility group 20B(HMG20B)
ENSG00000163132	MSX1	Homo sapiens	msh homeobox 1(MSX1)
ENSG00000135638	emx1	Homo sapiens	empty spiracles homeobox 1(EMX1)
ENSG00000078900	TP73	Homo sapiens	tumor protein p73(TP73)
ENSG00000116990	MYCL	Homo sapiens	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog(MYCL)
ENSG00000139445	FOXN4	Homo sapiens	forkhead box N4(FOXN4)
ENSG00000108175	ZMIZ1	Homo sapiens	zinc finger MIZ-type containing 1(ZMIZ1)
ENSG00000169635	HIC2	Homo sapiens	HIC ZBTB transcriptional repressor 2(HIC2)
ENSG00000152467	ZSCAN1	Homo sapiens	zinc finger and SCAN domain containing 1(ZSCAN1)
ENSG00000166261	ZNF202	Homo sapiens	zinc finger protein 202(ZNF202)
ENSG00000128610	FEZF1	Homo sapiens	FEZ family zinc finger 1(FEZF1)
ENSG00000130818	ZNF426	Homo sapiens	zinc finger protein 426(ZNF426)
ENSG00000221818	EBF2	Homo sapiens	early B-cell factor 2(EBF2)
ENSG00000164256	prdm9	Homo sapiens	PR/SET domain 9(PRDM9)
ENSG00000148737	TCF7L2	Homo sapiens	transcription factor 7 like 2(TCF7L2)
ENSG00000112333	NR2E1	Homo sapiens	nuclear receptor subfamily 2 group E member 1(NR2E1)
ENSG00000171786	NHLH1	Homo sapiens	nescient helix-loop-helix 1(NHLH1)
ENSG00000213799	ZNF845	Homo sapiens	zinc finger protein 845(ZNF845)
ENSG00000122515	ZMIZ2	Homo sapiens	zinc finger MIZ-type containing 2(ZMIZ2)
ENSG00000116035	VAX2	Homo sapiens	ventral anterior homeobox 2(VAX2)
ENSG00000162624	LHX8	Homo sapiens	LIM homeobox 8(LHX8)
ENSG00000181965	NEUROG1	Homo sapiens	neurogenin 1(NEUROG1)
ENSG00000091656	ZFHX4	Homo sapiens	zinc finger homeobox 4(ZFHX4)
ENSG00000118260	CREB1	Homo sapiens	cAMP responsive element binding protein 1(CREB1)
ENSG00000189299	FOXR2	Homo sapiens	forkhead box R2(FOXR2)
ENSG00000189298	ZKSCAN3	Homo sapiens	zinc finger with KRAB and SCAN domains 3(ZKSCAN3)
ENSG00000177551	NHLH2	Homo sapiens	nescient helix-loop-helix 2(NHLH2)
ENSG00000112561	TFEB	Homo sapiens	transcription factor EB(TFEB)
ENSG00000118263	KLF7	Homo sapiens	Kruppel like factor 7(KLF7)
ENSG00000117625	RCOR3	Homo sapiens	REST corepressor 3(RCOR3)
ENSG00000171574	ZNF584	Homo sapiens	zinc finger protein 584(ZNF584)
ENSG00000174279	EVX2	Homo sapiens	even-skipped homeobox 2(EVX2)
ENSG00000164048	ZNF589	Homo sapiens	zinc finger protein 589(ZNF589)
ENSG00000189079	ARID2	Homo sapiens	AT-rich interaction domain 2(ARID2)
ENSG00000030419	IKZF2	Homo sapiens	IKAROS family zinc finger 2(IKZF2)
ENSG00000205899	BHLHA9	Homo sapiens	basic helix-loop-helix family member a9(BHLHA9)
ENSG00000173276	ZBTB21	Homo sapiens	zinc finger and BTB domain containing 21(ZBTB21)
ENSG00000078246	TULP3	Homo sapiens	tubby like protein 3(TULP3)
ENSG00000136931	NR5A1	Homo sapiens	nuclear receptor subfamily 5 group A member 1(NR5A1)
ENSG00000173275	ZNF449	Homo sapiens	zinc finger protein 449(ZNF449)
ENSG00000171161	ZNF672	Homo sapiens	zinc finger protein 672(ZNF672)
ENSG00000182968	SOX1	Homo sapiens	SRY-box 1(SOX1)
ENSG00000171163	ZNF692	Homo sapiens	zinc finger protein 692(ZNF692)
ENSG00000147862	NFIB	Homo sapiens	nuclear factor I B(NFIB)
ENSG00000128604	IRF5	Homo sapiens	interferon regulatory factor 5(IRF5)
ENSG00000018869	ZNF582	Homo sapiens	zinc finger protein 582(ZNF582)
ENSG00000132846	ZBED3	Homo sapiens	zinc finger BED-type containing 3(ZBED3)
ENSG00000165606	DRGX	Homo sapiens	dorsal root ganglia homeobox(DRGX)
ENSG00000166478	ZNF143	Homo sapiens	zinc finger protein 143(ZNF143)
ENSG00000039600	SOX30	Homo sapiens	SRY-box 30(SOX30)
ENSG00000179588	ZFPM1	Homo sapiens	zinc finger protein, FOG family member 1(ZFPM1)
ENSG00000049768	FOXP3	Homo sapiens	forkhead box P3(FOXP3)
ENSG00000116044	NFE2L2	Homo sapiens	nuclear factor, erythroid 2 like 2(NFE2L2)
ENSG00000103460	TOX3	Homo sapiens	TOX high mobility group box family member 3(TOX3)
ENSG00000197782	ZNF780A	Homo sapiens	zinc finger protein 780A(ZNF780A)
ENSG00000174282	ZBTB4	Homo sapiens	zinc finger and BTB domain containing 4(ZBTB4)
ENSG00000173673	HES3	Homo sapiens	hes family bHLH transcription factor 3(HES3)
ENSG00000182983	ZNF662	Homo sapiens	zinc finger protein 662(ZNF662)
ENSG00000182986	ZNF320	Homo sapiens	zinc finger protein 320(ZNF320)
ENSG00000118922	KLF12	Homo sapiens	Kruppel like factor 12(KLF12)
ENSG00000196653	ZNF502	Homo sapiens	zinc finger protein 502(ZNF502)
ENSG00000189067	LITAF	Homo sapiens	lipopolysaccharide induced TNF factor(LITAF)
ENSG00000196652	ZKSCAN5	Homo sapiens	zinc finger with KRAB and SCAN domains 5(ZKSCAN5)
ENSG00000122386	ZNF205	Homo sapiens	zinc finger protein 205(ZNF205)
ENSG00000129071	MBD4	Homo sapiens	methyl-CpG binding domain 4, DNA glycosylase(MBD4)
ENSG00000165804	ZNF219	Homo sapiens	zinc finger protein 219(ZNF219)
ENSG00000182979	MTA1	Homo sapiens	metastasis associated 1(MTA1)
ENSG00000136944	LMX1B	Homo sapiens	LIM homeobox transcription factor 1 beta(LMX1B)
ENSG00000185591	SP1	Homo sapiens	Sp1 transcription factor(SP1)
ENSG00000132005	RFX1	Homo sapiens	regulatory factor X1(RFX1)
ENSG00000174255	ZNF80	Homo sapiens	zinc finger protein 80(ZNF80)
ENSG00000162601	MYSM1	Homo sapiens	Myb like, SWIRM and MPN domains 1(MYSM1)
ENSG00000124203	ZNF831	Homo sapiens	zinc finger protein 831(ZNF831)
ENSG00000157514	TSC22D3	Homo sapiens	TSC22 domain family member 3(TSC22D3)
ENSG00000197779	ZNF81	Homo sapiens	zinc finger protein 81(ZNF81)
ENSG00000196646	ZNF136	Homo sapiens	zinc finger protein 136(ZNF136)
ENSG00000103241	FOXF1	Homo sapiens	forkhead box F1(FOXF1)
ENSG00000132010	ZNF20	Homo sapiens	zinc finger protein 20(ZNF20)
ENSG00000173253	DMRT2	Homo sapiens	doublesex and mab-3 related transcription factor 2(DMRT2)
ENSG00000148704	VAX1	Homo sapiens	ventral anterior homeobox 1(VAX1)
ENSG00000213762	ZNF134	Homo sapiens	zinc finger protein 134(ZNF134)
ENSG00000198633	ZNF534	Homo sapiens	zinc finger protein 534(ZNF534)
ENSG00000181220	ZNF746	Homo sapiens	zinc finger protein 746(ZNF746)
ENSG00000197279	ZNF165	Homo sapiens	zinc finger protein 165(ZNF165)
ENSG00000173258	ZNF483	Homo sapiens	zinc finger protein 483(ZNF483)
ENSG00000168214	RBPJ	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region(RBPJ)
ENSG00000204519	ZNF551	Homo sapiens	zinc finger protein 551(ZNF551)
ENSG00000123358	NR4A1	Homo sapiens	nuclear receptor subfamily 4 group A member 1(NR4A1)
ENSG00000214029	ZNF891	Homo sapiens	zinc finger protein 891(ZNF891)
ENSG00000164011	ZNF691	Homo sapiens	zinc finger protein 691(ZNF691)
ENSG00000221869	CEBPD	Homo sapiens	CCAAT/enhancer binding protein delta(CEBPD)
ENSG00000060566	CREB3L3	Homo sapiens	cAMP responsive element binding protein 3 like 3(CREB3L3)
ENSG00000182759	MAFA	Homo sapiens	MAF bZIP transcription factor A(MAFA)
ENSG00000204514	ZNF814	Homo sapiens	zinc finger protein 814(ZNF814)
ENSG00000171540	OTP	Homo sapiens	orthopedia homeobox(OTP)
ENSG00000154655	L3MBTL4	Homo sapiens	l(3)mbt-like 4 (Drosophila)(L3MBTL4)
ENSG00000113196	HAND1	Homo sapiens	heart and neural crest derivatives expressed 1(HAND1)
ENSG00000196628	TCF4	Homo sapiens	transcription factor 4(TCF4)
ENSG00000160094	ZNF362	Homo sapiens	zinc finger protein 362(ZNF362)
ENSG00000102870	ZNF629	Homo sapiens	zinc finger protein 629(ZNF629)
ENSG00000103449	SALL1	Homo sapiens	spalt like transcription factor 1(SALL1)
ENSG00000137504	CREBZF	Homo sapiens	CREB/ATF bZIP transcription factor(CREBZF)
ENSG00000214022	REPIN1	Homo sapiens	replication initiator 1(REPIN1)
ENSG00000102878	HSF4	Homo sapiens	heat shock transcription factor 4(HSF4)
ENSG00000134138	MEIS2	Homo sapiens	Meis homeobox 2(MEIS2)
ENSG00000160199	PKNOX1	Homo sapiens	PBX/knotted 1 homeobox 1(PKNOX1)
ENSG00000145908	ZNF300	Homo sapiens	zinc finger protein 300(ZNF300)
ENSG00000143418	CERS2	Homo sapiens	ceramide synthase 2(CERS2)
ENSG00000254093	PINX1	Homo sapiens	PIN2/TERF1 interacting, telomerase inhibitor 1(PINX1)
ENSG00000115415	STAT1	Homo sapiens	signal transducer and activator of transcription 1(STAT1)
ENSG00000124216	SNAI1	Homo sapiens	snail family transcriptional repressor 1(SNAI1)
ENSG00000134317	GRHL1	Homo sapiens	grainyhead like transcription factor 1(GRHL1)
ENSG00000168310	IRF2	Homo sapiens	interferon regulatory factor 2(IRF2)
ENSG00000104447	TRPS1	Homo sapiens	transcriptional repressor GATA binding 1(TRPS1)
ENSG00000154957	ZNF18	Homo sapiens	zinc finger protein 18(ZNF18)
ENSG00000143006	DMRTB1	Homo sapiens	DMRT like family B with proline rich C-terminal 1(DMRTB1)
ENSG00000152192	POU4F1	Homo sapiens	POU class 4 homeobox 1(POU4F1)
ENSG00000184635	ZNF93	Homo sapiens	zinc finger protein 93(ZNF93)
ENSG00000115297	TLX2	Homo sapiens	T-cell leukemia homeobox 2(TLX2)
ENSG00000188321	ZNF559	Homo sapiens	zinc finger protein 559(ZNF559)
ENSG00000178229	ZNF543	Homo sapiens	zinc finger protein 543(ZNF543)
ENSG00000160973	FOXH1	Homo sapiens	forkhead box H1(FOXH1)
ENSG00000070476	ZXDC	Homo sapiens	ZXD family zinc finger C(ZXDC)
ENSG00000198093	ZNF649	Homo sapiens	zinc finger protein 649(ZNF649)
ENSG00000171532	NEUROD2	Homo sapiens	neuronal differentiation 2(NEUROD2)
ENSG00000106689	LHX2	Homo sapiens	LIM homeobox 2(LHX2)
ENSG00000187079	TEAD1	Homo sapiens	TEA domain transcription factor 1(TEAD1)
ENSG00000184436	thap7	Homo sapiens	THAP domain containing 7(THAP7)
ENSG00000073282	TP63	Homo sapiens	tumor protein p63(TP63)
ENSG00000174963	ZIC4	Homo sapiens	Zic family member 4(ZIC4)
ENSG00000009950	MLXIPL	Homo sapiens	MLX interacting protein like(MLXIPL)
ENSG00000154227	CERS3	Homo sapiens	ceramide synthase 3(CERS3)
ENSG00000119866	BCL11A	Homo sapiens	B-cell CLL/lymphoma 11A(BCL11A)
ENSG00000168286	THAP11	Homo sapiens	THAP domain containing 11(THAP11)
ENSG00000123364	HOXC13	Homo sapiens	homeobox C13(HOXC13)
ENSG00000134323	MYCN	Homo sapiens	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog(MYCN)
ENSG00000119042	SATB2	Homo sapiens	SATB homeobox 2(SATB2)
ENSG00000153896	ZNF599	Homo sapiens	zinc finger protein 599(ZNF599)
ENSG00000124827	GCM2	Homo sapiens	glial cells missing homolog 2(GCM2)
ENSG00000120149	MSX2	Homo sapiens	msh homeobox 2(MSX2)
ENSG00000149480	MTA2	Homo sapiens	metastasis associated 1 family member 2(MTA2)
ENSG00000189042	ZNF567	Homo sapiens	zinc finger protein 567(ZNF567)
ENSG00000197343	ZNF655	Homo sapiens	zinc finger protein 655(ZNF655)
ENSG00000143437	ARNT	Homo sapiens	aryl hydrocarbon receptor nuclear translocator(ARNT)
ENSG00000159184	HOXB13	Homo sapiens	homeobox B13(HOXB13)
ENSG00000159387	IRX6	Homo sapiens	iroquois homeobox 6(IRX6)
ENSG00000124232	RBPJL	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region like(RBPJL)
ENSG00000008196	TFAP2B	Homo sapiens	transcription factor AP-2 beta(TFAP2B)
ENSG00000008197	TFAP2D	Homo sapiens	transcription factor AP-2 delta(TFAP2D)
ENSG00000177606	JUN	Homo sapiens	Jun proto-oncogene, AP-1 transcription factor subunit(JUN)
ENSG00000010818	HIVEP2	Homo sapiens	human immunodeficiency virus type I enhancer binding protein 2(HIVEP2)
ENSG00000123576	ESX1	Homo sapiens	ESX homeobox 1(ESX1)
ENSG00000036549	ZZZ3	Homo sapiens	zinc finger ZZ-type containing 3(ZZZ3)
ENSG00000187855	ASCL4	Homo sapiens	achaete-scute family bHLH transcription factor 4(ASCL4)
ENSG00000124813	RUNX2	Homo sapiens	runt related transcription factor 2(RUNX2)
ENSG00000165588	OTX2	Homo sapiens	orthodenticle homeobox 2(OTX2)
ENSG00000134107	BHLHE40	Homo sapiens	basic helix-loop-helix family member e40(BHLHE40)
ENSG00000176399	DMRTA1	Homo sapiens	DMRT like family A1(DMRTA1)
ENSG00000143032	barhl2	Homo sapiens	BarH like homeobox 2(BARHL2)
ENSG00000188171	ZNF626	Homo sapiens	zinc finger protein 626(ZNF626)
ENSG00000116132	PRRX1	Homo sapiens	paired related homeobox 1(PRRX1)
ENSG00000213347	MXD3	Homo sapiens	MAX dimerization protein 3(MXD3)
ENSG00000174332	GLIS1	Homo sapiens	GLIS family zinc finger 1(GLIS1)
ENSG00000168267	PTF1A	Homo sapiens	pancreas specific transcription factor, 1a(PTF1A)
ENSG00000186790	FOXE3	Homo sapiens	forkhead box E3(FOXE3)
ENSG00000168062	BATF2	Homo sapiens	basic leucine zipper ATF-like transcription factor 2(BATF2)
ENSG00000123388	HOXC11	Homo sapiens	homeobox C11(HOXC11)
ENSG00000174738	NR1D2	Homo sapiens	nuclear receptor subfamily 1 group D member 2(NR1D2)
ENSG00000168269	FOXI1	Homo sapiens	forkhead box I1(FOXI1)
ENSG00000229809	ZNF688	Homo sapiens	zinc finger protein 688(ZNF688)
ENSG00000122180	MYOG	Homo sapiens	myogenin(MYOG)
ENSG00000163435	ELF3	Homo sapiens	E74 like ETS transcription factor 3(ELF3)
ENSG00000158691	ZSCAN12	Homo sapiens	zinc finger and SCAN domain containing 12(ZSCAN12)
ENSG00000153879	CEBPG	Homo sapiens	CCAAT/enhancer binding protein gamma(CEBPG)
ENSG00000187626	ZKSCAN4	Homo sapiens	zinc finger with KRAB and SCAN domains 4(ZKSCAN4)
ENSG00000227124	ZNF717	Homo sapiens	zinc finger protein 717(ZNF717)
ENSG00000197566	znf624	Homo sapiens	zinc finger protein 624(ZNF624)
ENSG00000143995	MEIS1	Homo sapiens	Meis homeobox 1(MEIS1)
ENSG00000221923	ZNF880	Homo sapiens	zinc finger protein 880(ZNF880)
ENSG00000131914	LIN28A	Homo sapiens	lin-28 homolog A(LIN28A)
ENSG00000161298	ZNF382	Homo sapiens	zinc finger protein 382(ZNF382)
ENSG00000101096	NFATC2	Homo sapiens	nuclear factor of activated T-cells 2(NFATC2)
ENSG00000142528	ZNF473	Homo sapiens	zinc finger protein 473(ZNF473)
ENSG00000083844	ZNF264	Homo sapiens	zinc finger protein 264(ZNF264)
ENSG00000234444	ZNF736	Homo sapiens	zinc finger protein 736(ZNF736)
ENSG00000198176	TFDP1	Homo sapiens	transcription factor Dp-1(TFDP1)
ENSG00000185278	ZBTB37	Homo sapiens	zinc finger and BTB domain containing 37(ZBTB37)
ENSG00000118707	TGIF2	Homo sapiens	TGFB induced factor homeobox 2(TGIF2)
ENSG00000198182	ZNF607	Homo sapiens	zinc finger protein 607(ZNF607)
ENSG00000143257	NR1I3	Homo sapiens	nuclear receptor subfamily 1 group I member 3(NR1I3)
ENSG00000129514	FOXA1	Homo sapiens	forkhead box A1(FOXA1)
ENSG00000131931	THAP1	Homo sapiens	THAP domain containing 1(THAP1)
ENSG00000112365	ZBTB24	Homo sapiens	zinc finger and BTB domain containing 24(ZBTB24)
ENSG00000154727	GABPA	Homo sapiens	GA binding protein transcription factor alpha subunit(GABPA)
ENSG00000134758	RNF138	Homo sapiens	ring finger protein 138(RNF138)
ENSG00000161405	IKZF3	Homo sapiens	IKAROS family zinc finger 3(IKZF3)
ENSG00000184677	ZBTB40	Homo sapiens	zinc finger and BTB domain containing 40(ZBTB40)
ENSG00000029993	HMGB3	Homo sapiens	high mobility group box 3(HMGB3)
ENSG00000105261	OVOL3	Homo sapiens	ovo like zinc finger 3(OVOL3)
ENSG00000197576	HOXA4	Homo sapiens	homeobox A4(HOXA4)
ENSG00000157613	CREB3L1	Homo sapiens	cAMP responsive element binding protein 3 like 1(CREB3L1)
ENSG00000198185	ZNF334	Homo sapiens	zinc finger protein 334(ZNF334)
ENSG00000186777	ZNF732	Homo sapiens	zinc finger protein 732(ZNF732)
ENSG00000063587	LOC105373378	Homo sapiens	uncharacterized LOC105373378(LOC105373378)
ENSG00000198081	ZBTB14	Homo sapiens	zinc finger and BTB domain containing 14(ZBTB14)
ENSG00000101076	HNF4A	Homo sapiens	hepatocyte nuclear factor 4 alpha(HNF4A)
ENSG00000070444	MNT	Homo sapiens	MAX network transcriptional repressor(MNT)
ENSG00000174586	ZNF497	Homo sapiens	zinc finger protein 497(ZNF497)
ENSG00000113722	CDX1	Homo sapiens	caudal type homeobox 1(CDX1)
ENSG00000149136	SSRP1	Homo sapiens	structure specific recognition protein 1(SSRP1)
ENSG00000089486	CDIP1	Homo sapiens	cell death inducing p53 target 1(CDIP1)
ENSG00000160961	ZNF333	Homo sapiens	zinc finger protein 333(ZNF333)
ENSG00000165556	CDX2	Homo sapiens	caudal type homeobox 2(CDX2)
ENSG00000148516	ZEB1	Homo sapiens	zinc finger E-box binding homeobox 1(ZEB1)
ENSG00000140548	ZNF710	Homo sapiens	zinc finger protein 710(ZNF710)
ENSG00000137309	HMGA1	Homo sapiens	high mobility group AT-hook 1(HMGA1)
ENSG00000184659	FOXD4L4	Homo sapiens	forkhead box D4-like 4(FOXD4L4)
ENSG00000114861	FOXP1	Homo sapiens	forkhead box P1(FOXP1)
ENSG00000125533	BHLHE23	Homo sapiens	basic helix-loop-helix family member e23(BHLHE23)
ENSG00000197587	DMBX1	Homo sapiens	diencephalon/mesencephalon homeobox 1(DMBX1)
ENSG00000173875	ZNF791	Homo sapiens	zinc finger protein 791(ZNF791)
ENSG00000171735	CAMTA1	Homo sapiens	calmodulin binding transcription activator 1(CAMTA1)
ENSG00000174306	ZHX3	Homo sapiens	zinc fingers and homeoboxes 3(ZHX3)
ENSG00000186766	FOXI2	Homo sapiens	forkhead box I2(FOXI2)
ENSG00000143067	ZNF697	Homo sapiens	zinc finger protein 697(ZNF697)
ENSG00000161277	THAP8	Homo sapiens	THAP domain containing 8(THAP8)
ENSG00000169554	ZEB2	Homo sapiens	zinc finger E-box binding homeobox 2(ZEB2)
ENSG00000175832	ETV4	Homo sapiens	ETS variant 4(ETV4)
ENSG00000123933	MIR4800	Homo sapiens	microRNA 4800(MIR4800)
ENSG00000131910	NR0B2	Homo sapiens	nuclear receptor subfamily 0 group B member 2(NR0B2)
ENSG00000129535	NRL	Homo sapiens	neural retina leucine zipper(NRL)
ENSG00000006194	ZNF263	Homo sapiens	zinc finger protein 263(ZNF263)
ENSG00000174576	NPAS4	Homo sapiens	neuronal PAS domain protein 4(NPAS4)
ENSG00000187607	ZNF286A	Homo sapiens	zinc finger protein 286A(ZNF286A)
ENSG00000198597	ZNF536	Homo sapiens	zinc finger protein 536(ZNF536)
ENSG00000167685	ZNF444	Homo sapiens	zinc finger protein 444(ZNF444)
ENSG00000100426	zbed4	Homo sapiens	zinc finger BED-type containing 4(ZBED4)
ENSG00000187098	MITF	Homo sapiens	melanogenesis associated transcription factor(MITF)
ENSG00000114853	ZBTB47	Homo sapiens	zinc finger and BTB domain containing 47(ZBTB47)
ENSG00000250709	CCDC169-SOHLH2	Homo sapiens	CCDC169-SOHLH2 readthrough(CCDC169-SOHLH2)
ENSG00000168348	INSM2	Homo sapiens	INSM transcriptional repressor 2(INSM2)
ENSG00000064933	PMS1	Homo sapiens	PMS1 homolog 1, mismatch repair system component(PMS1)
ENSG00000125740	FOSB	Homo sapiens	FosB proto-oncogene, AP-1 transcription factor subunit(FOSB)
ENSG00000185022	MAFF	Homo sapiens	MAF bZIP transcription factor F(MAFF)
ENSG00000198131	ZNF544	Homo sapiens	zinc finger protein 544(ZNF544)
ENSG00000198026	ZNF335	Homo sapiens	zinc finger protein 335(ZNF335)
ENSG00000124092	CTCFL	Homo sapiens	CCCTC-binding factor like(CTCFL)
ENSG00000203883	SOX18	Homo sapiens	SRY-box 18(SOX18)
ENSG00000159915	ZNF233	Homo sapiens	zinc finger protein 233(ZNF233)
ENSG00000198028	ZNF560	Homo sapiens	zinc finger protein 560(ZNF560)
ENSG00000159917	ZNF235	Homo sapiens	zinc finger protein 235(ZNF235)
ENSG00000126603	GLIS2	Homo sapiens	GLIS family zinc finger 2(GLIS2)
ENSG00000175691	ZNF77	Homo sapiens	zinc finger protein 77(ZNF77)
ENSG00000125945	ZNF436	Homo sapiens	zinc finger protein 436(ZNF436)
ENSG00000137166	FOXP4	Homo sapiens	forkhead box P4(FOXP4)
ENSG00000160113	NR2F6	Homo sapiens	nuclear receptor subfamily 2 group F member 6(NR2F6)
ENSG00000178951	ZBTB7A	Homo sapiens	zinc finger and BTB domain containing 7A(ZBTB7A)
ENSG00000126804	ZBTB1	Homo sapiens	zinc finger and BTB domain containing 1(ZBTB1)
ENSG00000111269	CREBL2	Homo sapiens	cAMP responsive element binding protein like 2(CREBL2)
ENSG00000156925	ZIC3	Homo sapiens	Zic family member 3(ZIC3)
ENSG00000150347	ARID5B	Homo sapiens	AT-rich interaction domain 5B(ARID5B)
ENSG00000101057	MYBL2	Homo sapiens	MYB proto-oncogene like 2(MYBL2)
ENSG00000198146	ZNF770	Homo sapiens	zinc finger protein 770(ZNF770)
ENSG00000134595	SOX3	Homo sapiens	SRY-box 3(SOX3)
ENSG00000083817	ZNF416	Homo sapiens	zinc finger protein 416(ZNF416)
ENSG00000083812	ZNF324	Homo sapiens	zinc finger protein 324(ZNF324)
ENSG00000105967	TFEC	Homo sapiens	transcription factor EC(TFEC)
ENSG00000083814	ZNF671	Homo sapiens	zinc finger protein 671(ZNF671)
ENSG00000160321	znf208	Homo sapiens	zinc finger protein 208(ZNF208)
ENSG00000113916	BCL6	Homo sapiens	B-cell CLL/lymphoma 6(BCL6)
ENSG00000156127	BATF	Homo sapiens	basic leucine zipper ATF-like transcription factor(BATF)
ENSG00000124496	TRERF1	Homo sapiens	transcriptional regulating factor 1(TRERF1)
ENSG00000196812	ZSCAN16	Homo sapiens	zinc finger and SCAN domain containing 16(ZSCAN16)
ENSG00000163909	HEYL	Homo sapiens	hes related family bHLH transcription factor with YRPW motif-like(HEYL)
ENSG00000185960	SHOX	Homo sapiens	short stature homeobox(SHOX)
ENSG00000179965	ZNF771	Homo sapiens	zinc finger protein 771(ZNF771)
ENSG00000140836	ZFHX3	Homo sapiens	zinc finger homeobox 3(ZFHX3)
ENSG00000159905	ZNF221	Homo sapiens	zinc finger protein 221(ZNF221)
ENSG00000113716	HMGXB3	Homo sapiens	HMG-box containing 3(HMGXB3)
ENSG00000198346	ZNF813	Homo sapiens	zinc finger protein 813(ZNF813)
ENSG00000172748	ZNF596	Homo sapiens	zinc finger protein 596(ZNF596)
ENSG00000180855	ZNF443	Homo sapiens	zinc finger protein 443(ZNF443)
ENSG00000198342	ZNF442	Homo sapiens	zinc finger protein 442(ZNF442)
ENSG00000125952	MAX	Homo sapiens	MYC associated factor X(MAX)
ENSG00000111087	GLI1	Homo sapiens	GLI family zinc finger 1(GLI1)
ENSG00000136504	KAT7	Homo sapiens	lysine acetyltransferase 7(KAT7)
ENSG00000175879	HOXD8	Homo sapiens	homeobox D8(HOXD8)
ENSG00000105750	ZNF85	Homo sapiens	zinc finger protein 85(ZNF85)
ENSG00000198046	ZNF667	Homo sapiens	zinc finger protein 667(ZNF667)
ENSG00000121075	TBX4	Homo sapiens	T-box 4(TBX4)
ENSG00000151612	ZNF827	Homo sapiens	zinc finger protein 827(ZNF827)
ENSG00000083828	ZNF586	Homo sapiens	zinc finger protein 586(ZNF586)
ENSG00000066136	NFYC	Homo sapiens	nuclear transcription factor Y subunit gamma(NFYC)
ENSG00000215271	HOMEZ	Homo sapiens	homeobox and leucine zipper encoding(HOMEZ)
ENSG00000089902	RCOR1	Homo sapiens	REST corepressor 1(RCOR1)
ENSG00000138073	PREB	Homo sapiens	prolactin regulatory element binding(PREB)
ENSG00000119608	prox2	Homo sapiens	prospero homeobox 2(PROX2)
ENSG00000204231	RXRB	Homo sapiens	retinoid X receptor beta(RXRB)
ENSG00000147488	ST18	Homo sapiens	ST18, C2H2C-type zinc finger(ST18)
ENSG00000172789	HOXC5	Homo sapiens	homeobox C5(HOXC5)
ENSG00000185947	ZNF267	Homo sapiens	zinc finger protein 267(ZNF267)
ENSG00000213921	LEUTX	Homo sapiens	leucine twenty homeobox(LEUTX)
ENSG00000137185	ZSCAN9	Homo sapiens	zinc finger and SCAN domain containing 9(ZSCAN9)
ENSG00000125968	ID1	Homo sapiens	inhibitor of DNA binding 1, HLH protein(ID1)
ENSG00000196214	ZNF766	Homo sapiens	zinc finger protein 766(ZNF766)
ENSG00000213928	IRF9	Homo sapiens	interferon regulatory factor 9(IRF9)
ENSG00000151090	THRB	Homo sapiens	thyroid hormone receptor beta(THRB)
ENSG00000184895	SRY	Homo sapiens	sex determining region Y(SRY)
ENSG00000198040	ZNF84	Homo sapiens	zinc finger protein 84(ZNF84)
ENSG00000178935	ZNF552	Homo sapiens	zinc finger protein 552(ZNF552)
ENSG00000144355	DLX1	Homo sapiens	distal-less homeobox 1(DLX1)
ENSG00000130584	ZBTB46	Homo sapiens	zinc finger and BTB domain containing 46(ZBTB46)
ENSG00000004848	ARX	Homo sapiens	aristaless related homeobox(ARX)
ENSG00000043039	barx2	Homo sapiens	BARX homeobox 2(BARX2)
ENSG00000120738	EGR1	Homo sapiens	early growth response 1(EGR1)
ENSG00000198353	HOXC4	Homo sapiens	homeobox C4(HOXC4)
ENSG00000180884	ZNF792	Homo sapiens	zinc finger protein 792(ZNF792)
ENSG00000184492	FOXD4L1	Homo sapiens	forkhead box D4-like 1(FOXD4L1)
ENSG00000119614	VSX2	Homo sapiens	visual system homeobox 2(VSX2)
ENSG00000083838	ZNF446	Homo sapiens	zinc finger protein 446(ZNF446)
ENSG00000121068	TBX2	Homo sapiens	T-box 2(TBX2)
ENSG00000160908	ZNF394	Homo sapiens	zinc finger protein 394(ZNF394)
ENSG00000180053	NKX2-6	Homo sapiens	NK2 homeobox 6(NKX2-6)
ENSG00000198169	ZNF251	Homo sapiens	zinc finger protein 251(ZNF251)
ENSG00000235608	NKX1-1	Homo sapiens	NK1 homeobox 1(NKX1-1)
ENSG00000138083	SIX3	Homo sapiens	SIX homeobox 3(SIX3)
ENSG00000164778	EN2	Homo sapiens	engrailed homeobox 2(EN2)
ENSG00000179943	FIZ1	Homo sapiens	FLT3 interacting zinc finger 1(FIZ1)
